ID,Gender,Marital Status,Relationship Rating,Age,Education,Household Income,Employment Status
701,male,married,2,38,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",working as paid employee
701,female,married,2,37,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",working as paid employee
702,male,married,1,57,"Some college, no degree","85,000 to 99,999",working as paid employee
702,female,married,1,56,"Some college, no degree","85,000 to 99,999","working, self-employed"
703,male,married,2,47,"Some college, no degree","75,000 to 84,999",working as paid employee
703,female,married,1,44,12th grade no diploma,"75,000 to 84,999",working as paid employee
704,male,married,2,25,"Some college, no degree","30,000 to 34,999",not working - other
704,female,married,2,23,Associate degree,"30,000 to 34,999",working as paid employee
705,male,married,3,48,Bachelor's degree,"125,000 to 149,999","working, self-employed"
705,female,married,3,42,Bachelor's degree,"125,000 to 149,999",working as paid employee
706,male,married,1,27,Bachelor's degree,"60,000 to 74,999",working as paid employee
706,female,married,1,27,Bachelor's degree,"60,000 to 74,999",working as paid employee
707,male,married,1,38,Master's degree,"100,000 to 124,999",working as paid employee
707,female,married,1,36,Bachelor's degree,"100,000 to 124,999",working as paid employee
708,male,partner,1,26,"Some college, no degree","20,000 to 24,999",working as paid employee
708,female,partner,2,24,"Some college, no degree","20,000 to 24,999",not working - other
709,male,married,1,47,Bachelor's degree,"175,000 or more",working as paid employee
709,female,married,1,39,Bachelor's degree,"175,000 or more",working as paid employee
710,male,married,1,50,10th grade,"20,000 to 24,999",not working - disabled
710,female,married,1,47,"Some college, no degree","20,000 to 24,999",not working - looking for work
711,male,married,2,32,12th grade no diploma,"150,000 to 174,999",working as paid employee
711,female,married,5,31,"Some college, no degree","150,000 to 174,999",not working - other
712,male,married,1,34,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",working as paid employee
712,female,married,2,30,Bachelor's degree,"40,000 to 49,999",working as paid employee
713,male,married,1,49,Bachelor's degree,"100,000 to 124,999",working as paid employee
713,female,married,1,47,Master's degree,"100,000 to 124,999",working as paid employee
714,male,partner,2,37,"Some college, no degree","30,000 to 34,999",working as paid employee
714,female,partner,2,40,"Some college, no degree","30,000 to 34,999",working as paid employee
715,male,married,1,23,12th grade no diploma,"30,000 to 34,999",working as paid employee
715,female,married,1,21,"Some college, no degree","30,000 to 34,999",working as paid employee
716,male,married,1,38,"Some college, no degree","85,000 to 99,999",working as paid employee
716,female,married,1,29,Bachelor's degree,"85,000 to 99,999",not working - other
717,male,married,1,47,Master's degree,"60,000 to 74,999",working as paid employee
717,female,married,1,39,Bachelor's degree,"60,000 to 74,999",not working - looking for work
718,male,married,1,26,"Some college, no degree","100,000 to 124,999",working as paid employee
718,female,married,1,30,Bachelor's degree,"100,000 to 124,999",working as paid employee
719,male,married,1,35,12th grade no diploma,"50,000 to 59,999",working as paid employee
719,female,married,1,40,"Some college, no degree","50,000 to 59,999",not working - other
720,male,married,1,45,"Some college, no degree","100,000 to 124,999","working, self-employed"
720,female,married,1,48,High school graduate - diploma or the equivalent (GED),"100,000 to 124,999","working, self-employed"
721,male,married,1,24,High school graduate - diploma or the equivalent (GED),"25,000 to 29,999",working as paid employee
721,female,married,2,22,High school graduate - diploma or the equivalent (GED),"25,000 to 29,999",not working - looking for work
722,male,married,2,51,High school graduate - diploma or the equivalent (GED),"15,000 to 19,999","working, self-employed"
722,female,married,2,49,Bachelor's degree,"15,000 to 19,999",not working - looking for work
723,male,married,1,22,Bachelor's degree,"125,000 to 149,999",working as paid employee
723,female,married,1,23,"Some college, no degree","125,000 to 149,999",not working - other
724,male,married,1,55,"Some college, no degree","100,000 to 124,999",working as paid employee
724,female,married,4,53,"Some college, no degree","100,000 to 124,999",working as paid employee
725,male,married,2,58,High school graduate - diploma or the equivalent (GED),"100,000 to 124,999",working as paid employee
725,female,married,1,58,High school graduate - diploma or the equivalent (GED),"100,000 to 124,999",working as paid employee
726,male,married,1,54,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",not working - looking for work
726,female,married,1,54,12th grade no diploma,"40,000 to 49,999",not working - other
727,male,married,1,25,"Some college, no degree","15,000 to 19,999",working as paid employee
727,female,married,1,23,High school graduate - diploma or the equivalent (GED),"15,000 to 19,999",not working - other
728,male,married,1,58,Bachelor's degree,"50,000 to 59,999",not working - looking for work
728,female,married,1,55,"Some college, no degree","50,000 to 59,999",not working - looking for work
729,male,married,1,41,Associate degree,"60,000 to 74,999",working as paid employee
729,female,married,1,31,Bachelor's degree,"60,000 to 74,999",not working - disabled
730,male,married,4,49,"Some college, no degree","175,000 or more",working as paid employee
730,female,married,4,49,Bachelor's degree,"175,000 or more",working as paid employee
731,male,married,1,59,Bachelor's degree,"150,000 to 174,999",working as paid employee
731,female,married,1,58,Bachelor's degree,"150,000 to 174,999",working as paid employee
732,male,married,1,55,High school graduate - diploma or the equivalent (GED),"100,000 to 124,999","working, self-employed"
732,female,married,1,54,High school graduate - diploma or the equivalent (GED),"100,000 to 124,999","working, self-employed"
733,male,married,1,51,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999",working as paid employee
733,female,married,1,47,Associate degree,"75,000 to 84,999",working as paid employee
734,male,married,2,40,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999",working as paid employee
734,female,married,1,36,"Some college, no degree","75,000 to 84,999",working as paid employee
735,male,partner,2,34,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999",working as paid employee
735,female,partner,1,33,Associate degree,"75,000 to 84,999",working as paid employee
736,male,married,4,40,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999",working as paid employee
736,female,married,4,37,10th grade,"75,000 to 84,999",not working - other
737,male,married,1,32,"Some college, no degree","60,000 to 74,999",working as paid employee
737,female,married,1,25,Associate degree,"60,000 to 74,999",working as paid employee
738,male,married,1,42,Master's degree,"75,000 to 84,999",working as paid employee
738,female,married,1,42,Bachelor's degree,"75,000 to 84,999",not working - other
739,male,married,1,26,High school graduate - diploma or the equivalent (GED),"5,000 to 7,499",not working - looking for work
739,female,married,1,23,Bachelor's degree,"5,000 to 7,499",working as paid employee
740,male,married,1,60,11th grade,"100,000 to 124,999",working as paid employee
740,female,married,1,60,9th grade,"100,000 to 124,999",not working - disabled
741,male,married,1,62,"Some college, no degree","35,000 to 39,999",not working - disabled
741,female,married,1,61,"Some college, no degree","35,000 to 39,999",working as paid employee
742,male,married,3,34,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",working as paid employee
742,female,married,4,33,"Some college, no degree","60,000 to 74,999",working as paid employee
743,male,married,1,40,"Some college, no degree","75,000 to 84,999",working as paid employee
743,female,married,1,40,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999",not working - other
744,male,married,1,28,"Some college, no degree","85,000 to 99,999",working as paid employee
744,female,married,1,30,"Some college, no degree","85,000 to 99,999",working as paid employee
745,male,married,1,42,"Some college, no degree","175,000 or more",working as paid employee
745,female,married,1,32,Bachelor's degree,"175,000 or more",working as paid employee
746,male,married,1,58,"Some college, no degree","40,000 to 49,999","working, self-employed"
746,female,married,1,54,"Some college, no degree","40,000 to 49,999",working as paid employee
747,male,married,2,26,Bachelor's degree,"75,000 to 84,999",working as paid employee
747,female,married,2,26,"Some college, no degree","75,000 to 84,999",not working - other
748,male,married,1,63,11th grade,"40,000 to 49,999",not working - disabled
748,female,married,1,62,12th grade no diploma,"40,000 to 49,999",working as paid employee
749,male,partner,2,32,Associate degree,"75,000 to 84,999",working as paid employee
749,female,partner,1,30,Associate degree,"75,000 to 84,999",working as paid employee
750,male,married,1,61,"Some college, no degree","50,000 to 59,999",working as paid employee
750,female,married,1,59,"Some college, no degree","50,000 to 59,999",working as paid employee
751,male,married,1,35,Bachelor's degree,"35,000 to 39,999",working as paid employee
751,female,married,3,29,"Some college, no degree","35,000 to 39,999",not working - other
752,male,partner,2,19,10th grade,"5,000 to 7,499","working, self-employed"
752,female,partner,2,20,High school graduate - diploma or the equivalent (GED),"5,000 to 7,499",not working - looking for work
753,male,married,2,29,High school graduate - diploma or the equivalent (GED),"20,000 to 24,999",not working - looking for work
753,female,married,2,26,"Some college, no degree","20,000 to 24,999",working as paid employee
754,male,married,3,57,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999",not working - looking for work
